"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4947","verify product Information/Data @manju","chromium","2026-06-27","passed","2026-06-27","","productpage.spec.ts","",""
"","3701","verify search results count - macbook - MacBook Air","chromium","2026-06-27","passed","2026-06-27","","search.spec.ts","",""
"","1115","PUT - update new user","chromium","2026-06-27","passed","2026-06-27","","api/userapisep.spec.ts","",""
"","2838","invalid login test with - invalid@open.com - wrong123","chromium","2026-06-27","passed","2026-06-27","","Loginpagefix.spec.ts","",""
"","2855","invalid login test with excel data -","chromium","2026-06-27","passed","2026-06-27","","Loginpagefix.spec.ts","",""
"","1094","DELETE - delete new user","chromium","2026-06-27","passed","2026-06-27","","api/userapisep.spec.ts","",""
"","3253","home page headers exist test @smoke","chromium","2026-06-27","passed","2026-06-27","","Homepagefix.spec.ts","",""
"","2404","forgot pwd link exist test @manju","chromium","2026-06-27","passed","2026-06-27","","Loginpagefix.spec.ts","",""
"","3533","verify search results count - imac - iMac","chromium","2026-06-27","passed","2026-06-27","","search.spec.ts","",""
"","2896","invalid login test with excel data - abccc@gmail.com","chromium","2026-06-27","passed","2026-06-27","","Loginpagefix.spec.ts","",""
"","3709","login to app using wrong credentials with Data driven test","chromium","2026-06-27","passed","2026-06-27","","Loginpagefix.spec.ts","",""
"","3700","verify search results count - macbook - MacBook Pro","chromium","2026-06-27","passed","2026-06-27","","search.spec.ts","",""
"","7638","test checkout flow @smoke","chromium","2026-06-27","passed","2026-06-27","","CheckoutPagefix.spec.ts","",""
"","9722","add product to cart @manju","chromium","2026-06-27","passed","2026-06-27","","productpage.spec.ts","",""
"","2370","Register page list options test","chromium","2026-06-27","passed","2026-06-27","","RegisterPagefix.spec.ts","",""
"","4400","verify user is able to land on the product page - macbook - MacBook Air","chromium","2026-06-27","passed","2026-06-27","","search.spec.ts","",""
"","3209","logout link exist test @smoke","chromium","2026-06-27","passed","2026-06-27","","Homepagefix.spec.ts","",""
"","1781","POST - create a user @smoke","chromium","2026-06-27","passed","2026-06-27","","api/user.api.indv.spec.ts","",""
"","3241","footers exist on product page","chromium","2026-06-27","passed","2026-06-27","","search.spec.ts","",""
"","4929","verify product images count @manju","chromium","2026-06-27","passed","2026-06-27","","productpage.spec.ts","",""
"","2299","login page title test @manju","chromium","2026-06-27","passed","2026-06-27","","Loginpagefix.spec.ts","",""
"","4663","verify user is able to land on the product page - imac - iMac","chromium","2026-06-27","passed","2026-06-27","","search.spec.ts","",""
"","2816","invalid login test with - pwtestbatch@open.com -","chromium","2026-06-27","passed","2026-06-27","","Loginpagefix.spec.ts","",""
"","1376","PUT - update a user @smoke","chromium","2026-06-27","passed","2026-06-27","","api/user.api.indv.spec.ts","",""
"","2943","home page title test @smoke","chromium","2026-06-27","passed","2026-06-27","","Homepagefix.spec.ts","",""
"","317","PUT API -- Update a user @sanity","chromium","2026-06-27","passed","2026-06-27","running e2e go rest crud api tests","api/user.api.sep.spec.ts","",""
"","703","Verify new user using Get api","chromium","2026-06-27","passed","2026-06-27","","api/userapisep.spec.ts","",""
"","387","DELETE API -- Delete a user @sanity","chromium","2026-06-27","passed","2026-06-27","running e2e go rest crud api tests","api/user.api.sep.spec.ts","",""
"","2430","Register page title test","chromium","2026-06-27","passed","2026-06-27","","RegisterPagefix.spec.ts","",""
"","402","GET API -- get all users @sanity","chromium","2026-06-27","passed","2026-06-27","running e2e go rest crud api tests","api/user.api.sep.spec.ts","",""
"","2731","invalid login test with excel data - pwbatchtest@open.com","chromium","2026-06-27","passed","2026-06-27","","Loginpagefix.spec.ts","",""
"","1190","DELETE - delete a user","chromium","2026-06-27","passed","2026-06-27","","api/user.api.indv.spec.ts","",""
"","3188","footers exist on product page @manju","chromium","2026-06-27","passed","2026-06-27","","productpage.spec.ts","",""
"","764","GET -- get location data","chromium","2026-06-27","passed","2026-06-27","","api/amedues.outh2.spec.ts","",""
"","391","POST API -- create a user @sanity","chromium","2026-06-27","passed","2026-06-27","running e2e go rest crud api tests","api/user.api.sep.spec.ts","",""
"","3171","comp logo exists on product page @manju","chromium","2026-06-27","passed","2026-06-27","","productpage.spec.ts","",""
"","4412","verify user is able to land on the product page - macbook - MacBook Pro","chromium","2026-06-27","passed","2026-06-27","","search.spec.ts","",""
"","2902","invalid login test with - - pw1234","chromium","2026-06-27","passed","2026-06-27","","Loginpagefix.spec.ts","",""
"","3234","comp logo exists on product page","chromium","2026-06-27","passed","2026-06-27","","search.spec.ts","",""
"","3074","user is able to login to app test @manju","chromium","2026-06-27","passed","2026-06-27","","Loginpagefix.spec.ts","",""
